"TRAN_NUMBER","STOCK_CODE","TYPE","DATE","REFERENCE","REFERENCE_NUMERIC","DETAILS","QUANTITY","COST_PRICE","SALES_PRICE","QTY_USED","ISP_REFERENCE","ARTEFACT_TYPE","GDN_NUMBER","GRN_NUMBER","RECORD_CREATE_DATE","RECORD_MODIFY_DATE","RECORD_DELETED","CUMULATIVE_QUANTITY"
133028,"CAP02930293251T","MO","2021-06-30","B456",0,"VX051YL012003000EB090",-55.6611,0.3777,0,0,0,0,0,0,"2021-06-30 13:15:22","2021-07-01 13:44:26",0,9604.381399999998
133199,"CAP02930293251T","MO","2021-07-01","B477",0,"VX050WH012003000",-61.6605,0.3777,0,0,0,0,0,0,"2021-07-01 13:44:26","2021-07-02 07:20:55",0,9542.720899999998
133231,"CAP02930293251T","MO","2021-07-02","B443",0,"VX051OR012003000EB090",-168,0.3777,0,0,0,0,0,0,"2021-07-02 07:20:55","2021-07-06 08:39:55",0,9374.720899999998
133393,"CAP02930293251T","MO","2021-07-06","B478",0,"VX050WH012003000",-58.9941,0.3777,0,0,0,0,0,0,"2021-07-06 08:39:55","2021-07-07 13:24:59",0,9315.726799999999
133624,"CAP02930293251T","MO","2021-07-07","B469",0,"VX051OR012003000",-58.660799999999995,0.3777,0,0,0,0,0,0,"2021-07-07 13:24:59","2021-07-08 13:55:22",0,9257.065999999999
133664,"CAP02930293251T","MO","2021-07-08","B483",0,"VS051WH012003000EB090",-6.93,0.3777,0,0,0,0,0,0,"2021-07-08 13:55:22","2021-07-08 13:55:22",0,9250.135999999999
133669,"CAP02930293251T","MO","2021-07-08","B484",0,"VS051WH012003000EB110",-6.93,0.3777,0,0,0,0,0,0,"2021-07-08 13:55:22","2021-07-09 13:14:14",0,9243.205999999998
133732,"CAP02930293251T","MO","2021-07-09","B485",0,"VS051OR012003000EB090",-6.93,0.3777,0,0,0,0,0,0,"2021-07-09 13:14:14","2021-07-09 13:14:14",0,9236.275999999998
133737,"CAP02930293251T","MO","2021-07-09","B486",0,"VS051OR012003000EB110",-6.93,0.3777,0,0,0,0,0,0,"2021-07-09 13:14:14","2021-07-12 08:00:01",0,9229.345999999998
133742,"CAP02930293251T","MO","2021-07-12","B450",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-12 08:00:01","2021-07-12 12:17:45",0,9166.352299999997
133840,"CAP02930293251T","MO","2021-07-12","B487",0,"VS051SL012003000EB090",-13.86,0.3777,0,0,0,0,0,0,"2021-07-12 12:17:45","2021-07-12 12:18:12",0,9152.492299999996
133845,"CAP02930293251T","MO","2021-07-12","B488",0,"VS051YL012003000EB090",-13.86,0.3777,0,0,0,0,0,0,"2021-07-12 12:18:12","2021-07-14 07:58:07",0,9138.632299999996
133976,"CAP02930293251T","MO","2021-07-14","B451",0,"VX051OR012003000EB110",-55.3278,0.3777,0,0,0,0,0,0,"2021-07-14 07:58:07","2021-07-14 14:07:53",0,9083.304499999997
134060,"CAP02930293251T","MO","2021-07-14","B494",0,"VX051GL012003000EB090",-41.995799999999996,0.3777,0,0,0,0,0,0,"2021-07-14 14:07:53","2021-07-15 14:28:25",0,9041.308699999996
134107,"CAP02930293251T","MO","2021-07-15","B446/B447",0,"VX051OR012003000EB090",-357,0.3777,0,0,0,0,0,0,"2021-07-15 14:28:25","2021-07-16 08:05:47",0,8684.308699999996
134117,"CAP02930293251T","MO","2021-07-16","B448",0,"VX051OR012003000EB090",-168,0.3777,0,0,0,0,0,0,"2021-07-16 08:05:47","2021-07-16 11:02:31",0,8516.308699999996
134156,"CAP02930293251T","MO","2021-07-16","E449",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-07-16 11:02:31","2021-07-19 15:09:40",0,8327.308699999996
134272,"CAP02930293251T","MO","2021-07-19","B457",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-19 15:09:40","2021-07-20 14:32:35",0,8264.314999999995
134334,"CAP02930293251T","MO","2021-07-20","B458",0,"VX050WH012003000EB110",-55.3278,0.3777,0,0,0,0,0,0,"2021-07-20 14:32:35","2021-07-21 07:44:24",0,8208.987199999996
134345,"CAP02930293251T","MO","2021-07-21","B459",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-21 07:44:24","2021-07-21 12:03:46",0,8145.993499999996
134364,"CAP02930293251T","GI","2021-07-21","8281",8281,"Goods In",5280,0.3777,0,5280,8281,3,0,8281,"2021-07-21 12:03:46","2022-03-02 14:13:34",0,13425.993499999997
134417,"CAP02930293251T","MO","2021-07-22","B460",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-22 10:10:18","2021-07-22 12:06:31",0,13362.999799999996
134431,"CAP02930293251T","MO","2021-07-22","B461",0,"VX050WH012003000EB090",-62.327099999999994,0.3777,0,0,0,0,0,0,"2021-07-22 12:06:31","2021-07-26 14:48:12",0,13300.672699999996
134539,"CAP02930293251T","MO","2021-07-26","B462",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-26 14:48:12","2021-07-27 15:10:51",0,13237.678999999995
134724,"CAP02930293251T","MO","2021-07-27","S00495",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-27 15:10:51","2021-07-28 10:13:55",0,13174.685299999994
134748,"CAP02930293251T","MO","2021-07-28","D496",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-28 10:13:55","2021-07-28 15:36:44",0,13111.691599999993
134783,"CAP02930293251T","MO","2021-07-28","B511",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-07-28 15:36:44","2021-08-02 12:01:58",0,13048.697899999992
134944,"CAP02930293251T","MO","2021-08-02","B497",0,"VX050WH012003000EB090",-55.6611,0.3777,0,0,0,0,0,0,"2021-08-02 12:01:58","2021-08-03 14:50:47",0,12993.036799999993
135003,"CAP02930293251T","MO","2021-08-03","B508",0,"VS051WH012003000EB090",-235.29000000000002,0.3777,0,0,0,0,0,0,"2021-08-03 14:50:47","2021-08-03 14:51:02",0,12757.746799999992
135008,"CAP02930293251T","MO","2021-08-03","B509",0,"VS051WH012003000EB090",-90.09,0.3777,0,0,0,0,0,0,"2021-08-03 14:51:02","2021-08-06 07:46:17",0,12667.656799999992
135669,"CAP02930293251T","MO","2021-08-06","B498",0,"VX050WH012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-08-06 07:46:17","2021-08-11 07:33:09",0,12611.662399999992
136075,"CAP02930293251T","MO","2021-08-11","B534",0,"VX051OR012003000",-41.995799999999996,0.3777,0,0,0,0,0,0,"2021-08-11 07:33:09","2021-08-11 13:36:23",0,12569.666599999991
136113,"CAP02930293251T","MO","2021-08-11","B512",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-11 13:36:23","2021-08-12 07:55:04",0,12506.67289999999
136119,"CAP02930293251T","MO","2021-08-12","B526",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-12 07:55:04","2021-08-13 07:42:36",0,12443.67919999999
136180,"CAP02930293251T","MO","2021-08-13","B527",0,"VX050WH012003000",-83.99159999999999,0.3777,0,0,0,0,0,0,"2021-08-13 07:42:36","2021-08-13 07:43:07",0,12359.68759999999
136185,"CAP02930293251T","MO","2021-08-13","E500",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-13 07:43:07","2021-08-13 13:42:10",0,12296.69389999999
136208,"CAP02930293251T","MO","2021-08-13","E501",0,"VX051YL012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-08-13 13:42:10","2021-08-16 07:30:52",0,12240.69949999999
136215,"CAP02930293251T","MO","2021-08-16","B528",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-08-16 07:30:52","2021-08-16 12:19:11",0,12051.69949999999
136250,"CAP02930293251T","MO","2021-08-16","E537",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-16 12:19:11","2021-08-17 07:53:15",0,11988.705799999989
136548,"CAP02930293251T","MO","2021-08-17","E538",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-17 07:53:15","2021-08-17 07:53:35",0,11925.712099999988
136553,"CAP02930293251T","MO","2021-08-17","B499",0,"VX051SL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-17 07:53:35","2021-08-17 14:35:37",0,11862.718399999987
136586,"CAP02930293251T","MO","2021-08-17","B530",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-08-17 14:35:37","2021-08-17 14:35:37",0,11673.718399999987
136591,"CAP02930293251T","MO","2021-08-17","E539",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-17 14:35:37","2021-08-19 07:50:51",0,11610.724699999986
136679,"CAP02930293251T","MO","2021-08-19","E541",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-19 07:50:51","2021-08-19 07:50:51",0,11547.730999999985
136684,"CAP02930293251T","MO","2021-08-19","B531",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-08-19 07:50:51","2021-08-19 07:52:37",0,11358.730999999985
136689,"CAP02930293251T","MO","2021-08-19","B560",0,"VX051YL012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-19 07:52:37","2021-08-19 14:40:35",0,11295.737299999984
136736,"CAP02930293251T","MO","2021-08-19","E542",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-19 14:40:35","2021-08-20 07:46:03",0,11232.743599999983
136750,"CAP02930293251T","MO","2021-08-20","B533",0,"VX051OR012003000EB110",-20.997899999999998,0.3777,0,0,0,0,0,0,"2021-08-20 07:46:03","2021-08-20 12:54:11",0,11211.745699999983
136789,"CAP02930293251T","MO","2021-08-20","E532",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-20 12:54:11","2021-08-24 08:07:37",0,11148.751999999982
136877,"CAP02930293251T","MO","2021-08-24","B561",0,"VX051OR012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-24 08:07:37","2021-08-25 08:48:47",0,11085.758299999981
136940,"CAP02930293251T","MO","2021-08-25","B529",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-08-25 08:48:47","2021-08-25 12:59:57",0,10896.758299999981
137003,"CAP02930293251T","MO","2021-08-25","E502",0,"VX051YL012003000EB090",-55.6611,0.3777,0,0,0,0,0,0,"2021-08-25 12:59:57","2021-08-26 11:49:58",0,10841.097199999982
137132,"CAP02930293251T","MO","2021-08-26","E543",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-26 11:49:58","2021-08-31 14:10:12",0,10778.103499999981
137220,"CAP02930293251T","MO","2021-08-31","E544",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-08-31 14:10:12","2021-09-01 15:07:56",0,10715.10979999998
137549,"CAP02930293251T","MO","2021-09-01","B548",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-01 15:07:56","2021-09-01 15:09:42",0,10652.11609999998
137554,"CAP02930293251T","MO","2021-09-01","E545",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-01 15:09:42","2021-09-01 15:12:57",0,10589.122399999978
137559,"CAP02930293251T","MO","2021-09-01","E546",0,"VX051YL012003000EB090",-48.9951,0.3777,0,0,0,0,0,0,"2021-09-01 15:12:57","2021-09-02 14:57:55",0,10540.127299999978
137640,"CAP02930293251T","MO","2021-09-02","E596",0,"VS051WH012003000",-97.02000000000001,0.3777,0,0,0,0,0,0,"2021-09-02 14:57:55","2021-09-03 11:01:37",0,10443.107299999978
137678,"CAP02930293251T","MO","2021-09-03","B547",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-03 11:01:37","2021-09-09 08:26:34",0,10380.113599999977
137893,"CAP02930293251T","MO","2021-09-09","B605",0,"VX051OR012003000",-48.9951,0.3777,0,0,0,0,0,0,"2021-09-09 08:26:34","2021-09-15 08:25:42",0,10331.118499999977
138174,"CAP02930293251T","AI","2021-09-15","SA1759",0,"We Seal Printed Carton 293x293x251mm",300,0.414,0,300,0,0,0,0,"2021-09-15 08:25:42","2022-03-03 14:01:38",0,10631.118499999977
138278,"CAP02930293251T","MO","2021-09-16","B606",0,"VX051YL012003000",-76.9923,0.3777,0,0,0,0,0,0,"2021-09-16 07:32:45","2021-09-16 14:56:05",0,10554.126199999977
138331,"CAP02930293251T","MO","2021-09-16","B553",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-16 14:56:05","2021-09-17 07:36:06",0,10491.132499999976
138342,"CAP02930293251T","MO","2021-09-17","B554",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-17 07:36:06","2021-09-17 07:50:09",0,10428.138799999975
138356,"CAP02930293251T","MO","2021-09-17","E597",0,"VS051WH012003000EB110",-34.65,0.3777,0,0,0,0,0,0,"2021-09-17 07:50:09","2021-09-20 07:37:20",0,10393.488799999976
138411,"CAP02930293251T","MO","2021-09-20","B568",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-09-20 07:37:20","2021-09-20 07:37:56",0,10204.488799999976
138416,"CAP02930293251T","MO","2021-09-20","E598",0,"VS051WH012003000EB090",-34.65,0.3777,0,0,0,0,0,0,"2021-09-20 07:37:56","2021-09-20 07:40:02",0,10169.838799999976
138421,"CAP02930293251T","MO","2021-09-20","B568",0,"VX051RD012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-20 07:40:02","2021-09-23 07:51:24",0,10106.845099999975
138821,"CAP02930293251T","MO","2021-09-23","B570",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-09-23 07:51:24","2021-09-24 07:58:58",0,9917.845099999975
138919,"CAP02930293251T","MO","2021-09-24","B571",0,"VX051OR012003000EB090",-84,0.3777,0,0,0,0,0,0,"2021-09-24 07:58:58","2021-09-24 11:00:20",0,9833.845099999975
138948,"CAP02930293251T","MO","2021-09-24","E599",0,"VX051YL012003000EB090",-34.996500000000005,0.3777,0,0,0,0,0,0,"2021-09-24 11:00:20","2021-09-27 07:35:20",0,9798.848599999976
138994,"CAP02930293251T","MO","2021-09-27","B573",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-27 07:35:20","2021-09-27 13:29:07",0,9735.854899999975
139042,"CAP02930293251T","MO","2021-09-27","B574",0,"VX051OR012003000EB110",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-09-27 13:29:07","2021-09-28 08:02:26",0,9679.860499999975
139050,"CAP02930293251T","MO","2021-09-28","B640",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-28 08:02:26","2021-09-28 15:05:43",0,9616.866799999974
139071,"CAP02930293251T","MO","2021-09-28","B641",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-28 15:05:43","2021-09-29 13:43:16",0,9553.873099999973
139132,"CAP02930293251T","MO","2021-09-29","B642",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-29 13:43:16","2021-09-30 14:04:15",0,9490.879399999973
139270,"CAP02930293251T","MO","2021-09-30","B643",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-09-30 14:04:15","2021-10-01 09:50:56",0,9427.885699999972
139301,"CAP02930293251T","MO","2021-10-01","B591",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-01 09:50:56","2021-10-04 09:49:06",0,9364.89199999997
139317,"CAP02930293251T","MO","2021-10-04","B550",0,"VX050WH012003000EB110",-20.997899999999998,0.3777,0,0,0,0,0,0,"2021-10-04 09:49:06","2021-10-04 13:54:43",0,9343.89409999997
139354,"CAP02930293251T","MO","2021-10-04","B550",0,"VX050WH012003000EB110",-41.995799999999996,0.3777,0,0,0,0,0,0,"2021-10-04 13:54:43","2021-10-05 14:44:54",0,9301.89829999997
139403,"CAP02930293251T","MO","2021-10-05","B551",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-05 14:44:54","2021-10-05 14:47:00",0,9238.904599999969
139408,"CAP02930293251T","MO","2021-10-05","D647",0,"PA000WH011003000",-65.9934,0.3777,0,0,0,0,0,0,"2021-10-05 14:47:00","2021-10-06 07:40:08",0,9172.91119999997
139413,"CAP02930293251T","MO","2021-10-06","B552",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-06 07:40:08","2021-10-06 14:16:46",0,9109.917499999969
139585,"CAP02930293251T","MO","2021-10-06","B639",0,"VX050WH012003000EB110",-48.9951,0.3777,0,0,0,0,0,0,"2021-10-06 14:16:46","2021-10-07 09:36:44",0,9060.922399999969
139609,"CAP02930293251T","MO","2021-10-07","",0,"VX050WH012003000",-0.3333,0.3777,0,0,0,0,0,0,"2021-10-07 09:36:44","2021-10-08 13:35:57",0,9060.589099999968
139704,"CAP02930293251T","MO","2021-10-08","B555",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-08 13:35:57","2021-10-11 13:58:55",0,8997.595399999967
139739,"CAP02930293251T","MO","2021-10-11","B587",0,"VX050WH012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-10-11 13:58:55","2021-10-12 14:42:00",0,8941.600999999968
139770,"CAP02930293251T","MO","2021-10-12","B658",0,"VX051GL012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-12 14:42:00","2021-10-14 09:02:07",0,8878.607299999967
139927,"CAP02930293251T","MO","2021-10-14","B576/B577",0,"VX051YL012003000EB090",-125.98740000000001,0.3777,0,0,0,0,0,0,"2021-10-14 09:02:07","2021-10-15 10:02:01",0,8752.619899999967
139990,"CAP02930293251T","MO","2021-10-15","B578",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-15 10:02:01","2021-10-18 07:33:20",0,8689.626199999966
140041,"CAP02930293251T","MO","2021-10-18","B579",0,"VX051YL012003000EB090",-41.6625,0.3777,0,0,0,0,0,0,"2021-10-18 07:33:20","2021-10-18 14:16:21",0,8647.963699999966
140430,"CAP02930293251T","MO","2021-10-18","B652",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-10-18 14:16:21","2021-10-19 13:25:35",0,8458.963699999966
140506,"CAP02930293251T","MO","2021-10-19","E625",0,"VS051WH012003000EB090",-12.87,0.3777,0,0,0,0,0,0,"2021-10-19 13:25:35","2021-10-19 15:14:21",0,8446.093699999965
140564,"CAP02930293251T","MO","2021-10-19","B653",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-10-19 15:14:21","2021-10-21 09:24:00",0,8257.093699999965
140620,"CAP02930293251T","MO","2021-10-21","D646",0,"VS051YL012003000EB110",-20.79,0.3777,0,0,0,0,0,0,"2021-10-21 09:24:00","2021-10-21 09:31:42",0,8236.303699999964
140625,"CAP02930293251T","MO","2021-10-21","B654",0,"VX051OR012003000EB090",-168,0.3777,0,0,0,0,0,0,"2021-10-21 09:31:42","2021-10-21 14:12:07",0,8068.303699999964
140642,"CAP02930293251T","MO","2021-10-21","B655",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-21 14:12:07","2021-10-25 06:15:35",0,8005.309999999964
140699,"CAP02930293251T","MO","2021-10-25","B657",0,"VX051OR012003000EB110",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-10-25 06:15:35","2021-10-25 14:04:21",0,7949.315599999964
140727,"CAP02930293251T","MO","2021-10-25","B575",0,"VX051YL012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-25 14:04:21","2021-10-26 07:18:05",0,7886.321899999964
140745,"CAP02930293251T","MO","2021-10-26","B593",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-10-26 07:18:05","2021-10-27 06:51:56",0,7823.328199999964
140798,"CAP02930293251T","MO","2021-10-27","B594",0,"VX050WH012003000",-62.327099999999994,0.3777,0,0,0,0,0,0,"2021-10-27 06:51:56","2021-10-28 06:28:37",0,7761.001099999964
141342,"CAP02930293251T","MO","2021-10-28","E672",0,"VS051WH012003000",-5.279999999999999,0.3777,0,0,0,0,0,0,"2021-10-28 06:28:37","2021-10-28 13:03:18",0,7755.721099999964
141519,"CAP02930293251T","MO","2021-10-28","B580",0,"VX051YL012003000EB090",-62.6604,0.3777,0,0,0,0,0,0,"2021-10-28 13:03:18","2021-10-29 06:42:34",0,7693.0606999999645
141579,"CAP02930293251T","MO","2021-10-29","B581",0,"VX051YL012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-10-29 06:42:34","2021-10-29 13:35:31",0,7637.066299999965
141684,"CAP02930293251T","MO","2021-10-29","E637",0,"VS051OR012003000EB110",-69.3,0.3777,0,0,0,0,0,0,"2021-10-29 13:35:31","2021-10-29 13:36:30",0,7567.766299999965
141689,"CAP02930293251T","MO","2021-10-29","E637",0,"VS051OR012003000EB090",-69.3,0.3777,0,0,0,0,0,0,"2021-10-29 13:36:30","2021-11-02 06:55:56",0,7498.466299999965
141746,"CAP02930293251T","MO","2021-11-02","B583",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-02 06:55:56","2021-11-02 06:56:29",0,7435.472599999965
141751,"CAP02930293251T","MO","2021-11-02","B679",0,"VX051YL012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-02 06:56:29","2021-11-03 06:10:51",0,7372.478899999965
141778,"CAP02930293251T","MO","2021-11-03","B584",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-03 06:10:51","2021-11-03 06:23:45",0,7309.485199999965
141783,"CAP02930293251T","MO","2021-11-03","E633",0,"VS051OR012003000EB090",-69.3,0.3777,0,0,0,0,0,0,"2021-11-03 06:23:45","2021-11-03 15:00:47",0,7240.185199999964
141835,"CAP02930293251T","MO","2021-11-03","B585",0,"VX050WH012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-03 15:00:47","2021-11-04 06:22:55",0,7177.191499999964
141873,"CAP02930293251T","MO","2021-11-04","B586",0,"VX050WH012003000EB110",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-11-04 06:22:55","2021-11-05 06:43:00",0,7121.197099999965
141936,"CAP02930293251T","MO","2021-11-05","B588",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-05 06:43:00","2021-11-05 13:09:57",0,7058.203399999965
142003,"CAP02930293251T","MO","2021-11-05","B589",0,"VX050WH012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-05 13:09:57","2021-11-09 07:29:36",0,6995.209699999965
142144,"CAP02930293251T","MO","2021-11-09","B590",0,"VX050WH012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-11-09 07:29:36","2021-11-10 06:23:15",0,6939.215299999965
142215,"CAP02930293251T","MO","2021-11-10","B692/B693",0,"VX050WH012003000",-125.98740000000001,0.3777,0,0,0,0,0,0,"2021-11-10 06:23:15","2021-11-11 06:37:48",0,6813.227899999965
142342,"CAP02930293251T","MO","2021-11-11","B582",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-11 06:37:48","2021-11-12 08:07:39",0,6750.234199999965
142408,"CAP02930293251T","MO","2021-11-12","B719",0,"VS051WH012003000EB110",-55.44,0.3777,0,0,0,0,0,0,"2021-11-12 08:07:39","2021-11-12 08:08:26",0,6694.794199999966
142413,"CAP02930293251T","MO","2021-11-12","B720",0,"VS051YL012003000EB090",-13.86,0.3777,0,0,0,0,0,0,"2021-11-12 08:08:26","2021-11-12 08:09:04",0,6680.934199999966
142424,"CAP02930293251T","MO","2021-11-12","B721",0,"VS051OR012003000EB110",-20.79,0.3777,0,0,0,0,0,0,"2021-11-12 08:09:04","2021-11-15 07:30:50",0,6660.144199999966
142524,"CAP02930293251T","MO","2021-11-15","B626",0,"VS051WH012003000EB110",-20.79,0.3777,0,0,0,0,0,0,"2021-11-15 07:30:50","2021-11-15 07:31:26",0,6639.354199999966
142529,"CAP02930293251T","MO","2021-11-15","B688",0,"VX051YL012003000EB090",-55.994400000000006,0.3777,0,0,0,0,0,0,"2021-11-15 07:31:26","2021-11-16 07:06:33",0,6583.3597999999665
142593,"CAP02930293251T","MO","2021-11-16","B680",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-16 07:06:33","2021-11-16 07:07:28",0,6520.3660999999665
142598,"CAP02930293251T","MO","2021-11-16","B680",0,"VX051OR012003000EB090",-189,0.3777,0,0,0,0,0,0,"2021-11-16 07:07:28","2021-11-16 14:57:54",0,6331.3660999999665
142631,"CAP02930293251T","MO","2021-11-16","B681",0,"VX051OR012003000EB090",-168,0.3777,0,0,0,0,0,0,"2021-11-16 14:57:54","2021-11-17 06:43:00",0,6163.3660999999665
142653,"CAP02930293251T","MO","2021-11-17","B682",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-17 06:43:00","2021-11-17 14:21:35",0,6100.372399999967
142673,"CAP02930293251T","MO","2021-11-17","B683",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-17 14:21:35","2021-11-18 06:49:19",0,6037.378699999967
142768,"CAP02930293251T","MO","2021-11-18","B704",0,"VX051OR012003000EB110",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-18 06:49:19","2021-11-19 07:22:18",0,5974.384999999967
142850,"CAP02930293251T","MO","2021-11-19","B706",0,"VX051OR012003000EB110",-48.9951,0.3777,0,0,0,0,0,0,"2021-11-19 07:22:18","2021-11-22 07:15:48",0,5925.3898999999665
142916,"CAP02930293251T","MO","2021-11-22","B689",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-22 07:15:48","2021-11-23 07:47:51",0,5862.3961999999665
142960,"CAP02930293251T","MO","2021-11-23","B690",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-23 07:47:51","2021-11-23 07:48:10",0,5799.4024999999665
142965,"CAP02930293251T","MO","2021-11-23","B724",0,"VX051YL012003000EB090",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-23 07:48:10","2021-11-24 07:31:13",0,5736.4087999999665
143035,"CAP02930293251T","MO","2021-11-24","B742",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-24 07:31:13","2021-11-24 14:27:11",0,5673.4150999999665
143105,"CAP02930293251T","MO","2021-11-24","B743",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-24 14:27:11","2021-11-25 07:40:15",0,5610.4213999999665
143138,"CAP02930293251T","MO","2021-11-25","B754",0,"VX050WH012003000",-62.993700000000004,0.3777,0,0,0,0,0,0,"2021-11-25 07:40:15","2021-11-29 07:53:33",0,5547.4276999999665
